url,Jenis/Bentuk Peraturan,Pemrakarsa,Nomor,Tahun,Tentang,Tempat Penetapan,Ditetapkan Tanggal,Pejabat yang Menetapkan,Status,Tahun Pengundangan,Nomor Pengundangan,Nomor Tambahan,Tanggal,Pejabat Pengundangan
https://peraturan.go.id/id/perda-provinsi-sulawesi-selatan-no-3-tahun-2017,PERATURAN DAERAH,PROVINSI SULAWESI SELATAN,3,2017,Pengelolaan Barang Milik Daerah,,19 Juni 2017,,Berlaku,,3,,20 Juni 2017,
https://peraturan.go.id/id/peraturan-bi-no-21-13-pbi-2019-tahun-2019,PERATURAN BADAN/LEMBAGA,BANK INDONESIA,21/13/PBI/2019,2019,"PERUBAHAN ATAS PERATURAN BANK INDONESIA NOMOR 20/8/PBI/2018 TENTANG RASIO LOAN TO VALUE UNTUK KREDIT PROPERTI, RASIO FINANCING TO VALUE UNTUK PEMBIAYAAN PROPERTI, DAN UANG MUKA UNTUK KREDIT ATAU PEMBIAYAAN KENDARAAN BERMOTOR",Jakarta,25 November 2019,,Berlaku,2019,227,6423,26 November 2019,
https://peraturan.go.id/id/peraturan-kki-no-112-tahun-2023,PERATURAN BADAN/LEMBAGA,KONSIL KEDOKTERAN INDONESIA,112,2023,REGISTRASI DOKTER SPESIALIS WARGA NEGARA INDONESIA LULUSAN LUAR NEGERI PESERTA PROGRAM ADAPTASI DAN PENAMBAHAN KOMPETENSI,Jakarta,13 Januari 2023,,Berlaku,2023,135,,06 Februari 2023,
https://peraturan.go.id/id/permenag-no-29-tahun-2020,PERATURAN MENTERI,KEMENTERIAN AGAMA,29,2020,ROADMAP REFORMASI BIROKRASI KEMENTERIAN AGAMA TAHUN 2020–2024,Jakarta,30 November 2020,,Berlaku,2020,1404,,30 November 2020,
https://peraturan.go.id/id/peraturan-bpk-no-1-tahun-2020,PERATURAN BADAN/LEMBAGA,BADAN PEMERIKSA KEUANGAN,1,2020,"PEMERIKSAAN INVESTIGATIF, PENGHITUNGAN KERUGIAN NEGARA/DAERAH, DAN PEMBERIAN KETERANGAN AHLI",Jakarta,07 April 2020,,Berlaku,2020,97,6488,09 April 2020,
https://peraturan.go.id/id/permen-pppa-no-5-tahun-2021,PERATURAN MENTERI,KEMENTERIAN PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK,5,2021,PEDOMAN NOMENKLATUR PERANGKAT DAERAH BIDANG PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK,Jakarta,08 Juli 2021,,Berlaku,2021,826,,09 Juli 2021,
https://peraturan.go.id/id/permenlu-no-16-tahun-2019,PERATURAN MENTERI,KEMENTERIAN LUAR NEGERI,16,2019,PETUNJUK TEKNIS JABATAN FUNGSIONAL DIPLOMAT,Jakarta,09 September 2019,,Berlaku,2019,1049,,13 September 2019,
https://peraturan.go.id/id/permenpanrb-no-15-tahun-2019,PERATURAN MENTERI,KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI,15,2019,PENGISIAN JABATAN PIMPINAN TINGGI SECARA TERBUKA DAN KOMPETITIF DI LINGKUNGAN INSTANSI PEMERINTAH ,Jakarta,29 Juli 2019,,Berlaku,2019,835,,30 Juli 2019,
https://peraturan.go.id/id/peraturan-btpr-no-1-tahun-2020,PERATURAN BADAN/LEMBAGA,BADAN PENGELOLA TABUNGAN PERUMAHAN RAKYAT,1,2020,TATA CARA PENUNJUKAN BANK KUSTODIAN ,Jakarta,26 Agustus 2020,,Berlaku,2020,997,,04 September 2020,
https://peraturan.go.id/id/perda-kabupaten-purworejo-no-11-tahun-2010,PERATURAN DAERAH,KABUPATEN PURWOREJO,11,2010,PAJAK PARKIR,,30 Oktober 2010,,Berlaku,,11,,30 Oktober 2010,
https://peraturan.go.id/id/perda-provinsi-sulawesi-selatan-no-10-tahun-2011,PERATURAN DAERAH,PROVINSI SULAWESI SELATAN,10,2011,Retribusi Perizinan Tertentu,,30 Desember 2011,,Berlaku,,10,,30 Desember 2011,
https://peraturan.go.id/id/permenparekraf-no-4-tahun-2020,PERATURAN MENTERI,KEMENTERIAN PARIWISATA DAN EKONOMI KREATIF,4,2020,STATUTA POLITEKNIK PARIWISATA BALI,Jakarta,29 Januari 2020,,Berlaku,2020,65,,30 Januari 2020,
https://peraturan.go.id/id/peraturan-polri-no-16-tahun-2018,PERATURAN BADAN/LEMBAGA,KEPOLISIAN NEGARA REPUBLIK INDONESIA,16,2018,PERATURAN KEPALA KEPOLISIAN NEGARA REPUBLIK INDONESIA NOMOR 16 TAHUN 2013 TENTANG TATA CARA KERJA BADAN PENGUJI KESEHATAN PERSONEL KEPOLISIAN NEGARA REPUBLIK INDONESIA,Jakarta,26 Desember 2018,,Berlaku,2019,4,,07 Januari 2019,
https://peraturan.go.id/id/permenhub-no-pm 83-tahun-2020,PERATURAN MENTERI,KEMENTERIAN PERHUBUNGAN,PM 83,2020,STATUTA POLITEKNIK TRANSPORTASI DARAT BALI,Jakarta,20 November 2020,,Berlaku,2020,1415,,02 Desember 2020,
https://peraturan.go.id/id/perpusnas-no-11-tahun-2021,PERATURAN BADAN/LEMBAGA,PERPUSTAKAAN NASIONAL,11,2021,STANDAR NASIONAL PERPUSTAKAAN SEKOLAH LUAR BIASA,Jakarta,29 Oktober 2021,,Berlaku,2021,1231,,08 November 2021,
https://peraturan.go.id/id/pp-no-38-tahun-2020,PERATURAN PEMERINTAH,PEMERINTAH PUSAT,38,2020,PENAMBAHAN PENYERTAAN MODAL NEGARA REPUBLIK INDONESIA KE DALAM MODAL SAHAM PERUSAHAAN PERSEROAN (PERSERO) PT ANGKASA PURA II,Jakarta,16 Juli 2020,JOKO WIDODO,Berlaku,2020,172,,20 Juli 2020,
https://peraturan.go.id/id/perpres-no-1-tahun-2021,PERATURAN PRESIDEN,PEMERINTAH PUSAT,1,2021,PENGELOLAAN MIKROORGANISME,Jakarta,04 Januari 2021,,Berlaku,2021,2,,05 Januari 2021,
https://peraturan.go.id/id/permenkeu-no-140-pmk-07-2022-tahun-2022,PERATURAN MENTERI,KEMENTERIAN KEUANGAN,140/PMK.07/2022,2022,"DANA INSENTIF DAERAH UNTUK PENGHARGAAN KINERJA TAHUN BERJALAN PADA TAHUN 2022 DAN PENGGUNAAN SISA DANA INSENTIF DAERAH TAHUN ANGGARAN 2020, SISA DANA INSENTIF DAERAH TAMBAHAN TAHUN ANGGARAN 2020, DAN SISA DANA INSENTIF DAERAH TAHUN ANGGARAN 2021 ",Jakarta,15 September 2022,,Berlaku,2022,949,,16 September 2022,
https://peraturan.go.id/id/peraturan-kpu-no-4-tahun-2022,PERATURAN BADAN/LEMBAGA,KOMISI PEMILIHAN UMUM,4,2022,"PENDAFTARAN, VERIFIKASI, DAN PENETAPAN PARTAI POLITIK PESERTA PEMILIHAN UMUM ANGGOTA DEWAN PERWAKILAN RAKYAT DAN DEWAN PERWAKILAN RAKYAT DAERAH ",Jakarta,20 Juli 2022,,Berlaku,2022,680,,20 Juli 2022,
https://peraturan.go.id/id/permen-kkp-no-02-permen-kp-2020-tahun-2020,PERATURAN MENTERI,KEMENTERIAN KELAUTAN DAN PERIKANAN,02/PERMEN-KP/2020,2020,ORGANISASI DAN TATA KERJA BALAI BESAR PENGUJIAN PENERAPAN PRODUK KELAUTAN DAN PERIKANAN  ,Jakarta,17 Januari 2020,,Berlaku,2020,163,,24 Februari 2020,
https://peraturan.go.id/id/perpres-no-57-tahun-2020,PERATURAN PRESIDEN,PEMERINTAH PUSAT,57,2020,KEMENTERIAN KEUANGAN,Jakarta,08 April 2020,JOKO WIDODO,Berlaku,2020,98,,14 April 2020,
https://peraturan.go.id/id/peraturan-ojk-no-39-pojk-05-2020-tahun-2020,PERATURAN BADAN/LEMBAGA,OTORITAS JASA KEUANGAN,39/POJK.05/2020,2020,PERUBAHAN KEDUA ATAS PERATURAN OTORITAS JASA KEUANGAN NOMOR 14/POJK.05/2015 TENTANG RETENSI SENDIRI DAN DUKUNGAN REASURANSI DALAM NEGERI,Jakarta,15 Juni 2020,,Berlaku,2020,150,6528,18 Juni 2020,
https://peraturan.go.id/id/perda-kota-bogor-no-15-tahun-2018,PERATURAN DAERAH,KOTA BOGOR,15,2018,PEDOMAN PEMBERIAN HONORARIUM GURU NON PEGAWAI NEGERI SIPIL PADA SATUAN PENDIDIKAN ANAK USIA DINI,,18 Januari 2018,,Berlaku,,10,,18 Januari 2018,
https://peraturan.go.id/id/permen-kkp-no-57-tahun-2021,PERATURAN MENTERI,KEMENTERIAN KELAUTAN DAN PERIKANAN,57,2021,STANDAR KUALITAS HASIL KERJA DAN PEDOMAN PENILAIAN KUALITAS HASIL KERJA PENGELOLA EKOSISTEM LAUT DAN PESISIR,Jakarta,30 Desember 2021,,Berlaku,2021,1577,,31 Desember 2021,
https://peraturan.go.id/id/perda-kabupaten-majalengka-no-4-tahun-2020,PERATURAN DAERAH,KABUPATEN MAJALENGKA,4,2020,PERATURAN DAERAH KABUPATEN MAJALENGKA NOMOR 4 TAHUN 2020 TENTANG PERUBAHAN ATAS PERATURAN DAERAH NOMOR 1 TAHUN 2018 TENTANG PENYERTAAN MODAL DAERAH KEPADA PERUSAHAAN DAERAH AIR MINUM KABUPATEN MAJALENGKA,,02 November 2020,,Berlaku,,4,,02 November 2020,
https://peraturan.go.id/id/perda-provinsi-kalimantan-utara-no-11-tahun-2018,PERATURAN DAERAH,PROVINSI KALIMANTAN UTARA,11,2018,PERUBAHAN ATAS PERATURAN DAERAH PROVINSI KALIMANTAN UTARA NOMOR 2 TAHUN 2016 TENTANG RENCANA PEMBANGUNAN JANGKA MENENGAH DAERAH PROVINSI KALIMANTAN UTARA TAHUN 2016-2021,,11 Oktober 2018,,Berlaku,,11,,12 Oktober 2018,
https://peraturan.go.id/id/permenkes-no-69-tahun-2019,PERATURAN MENTERI,KEMENTERIAN KESEHATAN,69,2019,ORGANISASI DAN TATA KERJA RUMAH SAKIT KANKER DHARMAIS JAKARTA,Jakarta,18 Oktober 2019,,Berlaku,2019,1389,,30 Oktober 2019,
https://peraturan.go.id/id/permen-kkp-no-43-permen-kp-2019-tahun-2019,PERATURAN MENTERI,KEMENTERIAN KELAUTAN DAN PERIKANAN,43/PERMEN-KP/2019,2019,ORGANISASI DAN TATA KERJA BALAI PRODUKSI INDUK UDANG UNGGUL DAN KEKERANGAN,Jakarta,17 Oktober 2019,,Berlaku,2019,1315,,24 Oktober 2019,
https://peraturan.go.id/id/permendagri-no-34-tahun-2020,PERATURAN MENTERI,KEMENTERIAN DALAM NEGERI,34,2020,BATAS DAERAH KOTA SUBULUSSALAM ACEH DENGAN KABUPATEN PAKPAK BHARAT PROVINSI SUMATERA UTARA,Jakarta,19 Mei 2020,,Berlaku,2020,564,,04 Juni 2020,
https://peraturan.go.id/id/permenhub-no-pm 49-tahun-2021,PERATURAN MENTERI,KEMENTERIAN PERHUBUNGAN,PM 49,2021,PENGUJIAN DAN SERTIFIKASI PERLENGKAPAN KAPAL DAN KOMPONEN KAPAL ,Jakarta,09 Juni 2021,,Berlaku,2021,691,,16 Juni 2021,
https://peraturan.go.id/id/permenkeu-no- 151-pmk-07-2020-tahun-2020,PERATURAN MENTERI,KEMENTERIAN KEUANGAN, 151/PMK.07/2020,2020,PENGELOLAAN DANA INSENTIF DAERAH TAMBAHAN PERIODE KETIGA TAHUN ANGGARAN 2020,Jakarta,08 Oktober 2020,,Berlaku,2020,1164,,08 Oktober 2020,
https://peraturan.go.id/id/permenparekraf-no-1-tahun-2021,PERATURAN MENTERI,KEMENTERIAN PARIWISATA DAN EKONOMI KREATIF,1,2021,ORGANISASI DAN TATA KERJA KEMENTERIAN PARIWISATA DAN EKONOMI KREATIF/ BADAN PARIWISATA DAN EKONOMI KREATIF,Jakarta,01 Maret 2021,,Berlaku,2021,184,,02 Maret 2021,
https://peraturan.go.id/id/permendesa-no-2-tahun-2021,PERATURAN MENTERI,"KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI",2,2021,"PEDOMAN UMUM PENYALURAN BANTUAN PEMERINTAH  DI KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI ",Jakarta,11 Februari 2021,,Berlaku,2021,151,,17 Februari 2021,
https://peraturan.go.id/id/permenpora-no-10-tahun-2022,PERATURAN MENTERI,KEMENTERIAN PEMUDA DAN OLAHRAGA REPUBLIK INDONESIA,10,2022,PENGEMBANGAN SENTRA PEMBINAAN OLAHRAGA PRESTASI DI DAERAH ,Jakarta,12 Oktober 2022,,Berlaku,2022,1057,,17 Oktober 2022,
https://peraturan.go.id/id/perda-kota-cirebon-no-25-tahun-2019,PERATURAN DAERAH,KOTA CIREBON,25,2019,PERUBAHAN ATAS PERATURAN WALI KOTA CIREBON NOMOR 18 TAHUN 2018 TENTANG RENCANA KERJA PEMERINTAH DAERAH (RKPD) KOTA CIREBON TAHUN ANGGARAN 2019,,26 Juli 2019,,Berlaku,,,,,
https://peraturan.go.id/id/perda-kota-tomohon-no-2-tahun-2019,PERATURAN DAERAH,KOTA TOMOHON,2,2019,TATA CARA PENYUSUNAN PEMBENTUKAN PERATURAN DAERAH,,05 September 2019,,Berlaku,,2,27,30 September 2022,
https://peraturan.go.id/id/peraturan-lapan-no-7-tahun-2019,PERATURAN BADAN/LEMBAGA,LEMBAGA PENERBANGAN DAN ANTARIKSA NASIONAL,7,2019,PEDOMAN TATA NASKAH DINAS LEMBAGA PENERBANGAN DAN ANTARIKSA NASIONAL,Jakarta,09 Mei 2019,,Berlaku,2019,572,,17 Mei 2019,
https://peraturan.go.id/id/peraturan-bkkbn-no-9-tahun-2021,PERATURAN BADAN/LEMBAGA,BADAN KEPENDUDUKAN DAN KELUARGA BERENCANA NASIONAL,9,2021,AKREDITASI PROGRAM PELATIHAN TEKNIS KEPENDUDUKAN DAN KELUARGA BERENCANA,Jakarta,30 November 2021,,Berlaku,2021,1328,,07 Desember 2021,
https://peraturan.go.id/id/perpres-no-89-tahun-2022,PERATURAN PRESIDEN,PEMERINTAH PUSAT,89,2022,TUNJANGAN JABATAN FUNGSIONAL PENGAWAS LINGKUNGAN HIDUP,Jakarta,08 Juni 2022,,Berlaku,2022,139,,08 Juni 2022,
https://peraturan.go.id/id/perda-kabupaten-sarolangun-no-6-tahun-2015,PERATURAN DAERAH,KABUPATEN SAROLANGUN,6,2015,PERATURAN DAERAH KABUPATEN SAROLANGUN NOMOR 6 TAHUN 2015 TENTANG BANGUNAN GEDUNG,,03 Agustus 2015,,Berlaku,,6,,03 Agustus 2015,
https://peraturan.go.id/id/permenhub-no-pm 102-tahun-2021,PERATURAN MENTERI,KEMENTERIAN PERHUBUNGAN,PM 102,2021,ORGANISASI DAN TATA KERJA POLITEKNIK PENERBANGAN PALEMBANG,Jakarta,31 Desember 2021,,Berlaku,2021,1584,,31 Desember 2021,
https://peraturan.go.id/id/perpres-no-89-tahun-2020,PERATURAN PRESIDEN,PEMERINTAH PUSAT,89,2020,PENGESAHAN PERSETUJUAN ANTARA PEMERINTAH REPUBLIK INDONESIA DAN PEMERINTAH NEGARA QATAR UNTUK ANGKUTAN UDARA (AGREEMENT BETWEEN THE GOVERNMENT OF THE REPUBLIC OF INDONESIA AND THE GOVERNMENT OF THE STATE OF QATAR FOR AIR SERVICES),Jakarta,10 September 2020,JOKO WIDODO,Berlaku,2020,206,,11 September 2020,
https://peraturan.go.id/id/peraturan-ojk-no-14-pojk-03-2021-tahun-2021,PERATURAN BADAN/LEMBAGA,OTORITAS JASA KEUANGAN,14/POJK.03/2021,2021,PERUBAHAN ATAS PERATURAN OTORITAS JASA KEUANGAN NOMOR 34/POJK.03/2018 TENTANG PENILAIAN KEMBALI BAGI PIHAK UTAMA LEMBAGA JASA KEUANGAN,Jakarta,30 Juli 2021,,Berlaku,2021,165,6702,30 Juli 2021,
https://peraturan.go.id/id/peraturan-ojk-no-25-pojk-04-2020-tahun-2020,PERATURAN BADAN/LEMBAGA,OTORITAS JASA KEUANGAN,25/POJK.04/2020,2020,PEDOMAN BENTUK DAN ISI PROSPEKTUS DALAM RANGKA PENAWARAN UMUM REKSA DANA,Jakarta,22 April 2020,,Berlaku,2020,115,6501,23 April 2020,
https://peraturan.go.id/id/permendikbud-no-8-tahun-2019,PERATURAN MENTERI,KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,8,2019,PERUBAHAN KEEMPAT ATAS PERATURAN MENTERI PENDIDIKAN DAN KEBUDAYAAN NOMOR 6 TAHUN 2016 TENTANG PEDOMAN UMUM PENYALURAN BANTUAN PEMERINTAH DI LINGKUNGAN KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN,Jakarta,20 Februari 2019,,Berlaku,2019,207,,26 Februari 2019,
https://peraturan.go.id/id/peraturan-ori-no-53-tahun-2021,PERATURAN BADAN/LEMBAGA,OMBUDSMAN REPUBLIK INDONESIA,53,2021,TATA NASKAH DINAS DI LINGKUNGAN OMBUDSMAN REPUBLIK INDONESIA ,Jakarta,15 Februari 2021,,Berlaku,2021,163,,22 Februari 2021,
https://peraturan.go.id/id/permen-kkp-no-45-tahun-2021,PERATURAN MENTERI,KEMENTERIAN KELAUTAN DAN PERIKANAN,45,2021,PEDOMAN PERHITUNGAN KEBUTUHAN JABATAN FUNGSIONAL ANALIS PENGUSAHAAN JASA KELAUTAN,Jakarta,18 November 2021,,Berlaku,2021,1296,,23 November 2021,
https://peraturan.go.id/id/permenhub-no-pm 11-tahun-2021,PERATURAN MENTERI,KEMENTERIAN PERHUBUNGAN,PM 11,2021,ORGANISASI DAN TATA KERJA BALAI PENGELOLA KERETA API RINGAN SUMATERA SELATAN,Jakarta,22 Maret 2021,,Berlaku,2021,315,,01 April 2021,
https://peraturan.go.id/id/peraturan-bnn-no-4-tahun-2019,PERATURAN BADAN/LEMBAGA,BADAN NARKOTIKA NASIONAL,4,2019,PENYELENGGARAAN SITUS WEB DI LINGKUNGAN BADAN NARKOTIKA NASIONAL,Jakarta,01 Juli 2019,,Berlaku,2019,734,,02 Juli 2019,
https://peraturan.go.id/id/permenag-no-68-tahun-2022,PERATURAN MENTERI,KEMENTERIAN AGAMA,68,2022,PERUBAHAN ATAS PERATURAN MENTERI AGAMA NOMOR 3 TAHUN 2007 TENTANG ORGANISASI DAN TATA KERJA LAJNAH PENTASHIHAN MUSHAF AL-QUR’AN,Jakarta,15 September 2022,,Berlaku,2022,942,,16 September 2022,
https://peraturan.go.id/id/permenaker-no-3-tahun-2019,PERATURAN MENTERI,KEMENTERIAN KETENAGAKERJAAN,3,2019,TATA NASKAH DINAS DI KEMENTERIAN KETENAGAKERJAAN,Jakarta,25 Maret 2019,,Berlaku,2019,345,,27 Maret 2019,
https://peraturan.go.id/id/permenkeu-no-159-pmk-02-2021-tahun-2021,PERATURAN MENTERI,KEMENTERIAN KEUANGAN,159/PMK.02/2021,2021,"TATA CARA PENYEDIAAN, PENCAIRAN, DAN PERTANGGUNGJAWABAN DANA KOMPENSASI ATAS KEKURANGAN PENERIMAAN BADAN USAHA AKIBAT KEBIJAKAN PENETAPAN HARGA JUAL ECERAN BAHAN BAKAR MINYAK DAN TARIF TENAGA LISTRIK",Jakarta,17 November 2021,,Berlaku,2021,1277,,18 November 2021,
https://peraturan.go.id/id/perda-kota-malang-no-14-tahun-2010,PERATURAN DAERAH,KOTA MALANG,14,2010,ANGGARAN PENDAPATAN DAN BELANJA DAERAH TAHUN ANGGARAN 2011 ,,17 Desember 2010,,Berlaku,,4,,20 Desember 2010,
https://peraturan.go.id/id/permenaker-no-15-tahun-2022,PERATURAN MENTERI,KEMENTERIAN KETENAGAKERJAAN,15,2022,PERUBAHAN ATAS PERATURAN MENTERI KETENAGAKERJAAN NOMOR 20  TAHUN 2019 TENTANG PENATAUSAHAAN PENERIMAAN NEGARA BUKAN PAJAK YANG BERSUMBER DARI DANA KOMPENSASI PENGGUNAAN TENAGA  KERJA ASING,Jakarta,09 November 2022,,Berlaku,2022,1148,,14 November 2022,
https://peraturan.go.id/id/permenkes-no-78-tahun-2020,PERATURAN MENTERI,KEMENTERIAN KESEHATAN,78,2020,ORGANISASI DAN TATA KERJA UNIT PELAKSANA TEKNIS BIDANG TEKNIK KESEHATAN LINGKUNGAN DAN PENGENDALIAN PENYAKIT ,Jakarta,27 Oktober 2020,,Berlaku,2020,1545,,17 Desember 2020,
https://peraturan.go.id/id/perpres-no-25-tahun-2022,PERATURAN PRESIDEN,PEMERINTAH PUSAT,25,2022,PENGESAHAN PERSETUJUAN ANGKUTAN UDARA ANTARA PEMERINTAH REPUBLIK INDONESIA DAN PEMERINTAH REPUBLIK ARGENTINA (AIR SERVICES AGREEMENT BETWEEN THE GOVERNMENT OF THE REPUBLIC OF INDONESIA AND THE GOVERNMENT OF THE ARGENTINE REPUBLIC),Jakarta,09 Februari 2022,,Berlaku,2022,39,,09 Februari 2022,
https://peraturan.go.id/id/perda-kabupaten-purwakarta-no-5-tahun-2020,PERATURAN DAERAH,KABUPATEN PURWAKARTA,5,2020,PERUSAHAAN UMUM DAERAH BANK PERKREDITAN RAKYAT PURWAKARTA ,,12 Agustus 2020,,Berlaku,,5,,12 Agustus 2020,
https://peraturan.go.id/id/peraturan-ojk-no-21-pojk-04-2021-tahun-2021,PERATURAN BADAN/LEMBAGA,OTORITAS JASA KEUANGAN,21/POJK.04/2021,2021,MITRA PEMASARAN PERANTARA PEDAGANG EFEK,Jakarta,25 November 2021,,Berlaku,2021,259,6739,25 November 2021,
https://peraturan.go.id/id/perda-kota-blitar-no-1-tahun-2020,PERATURAN DAERAH,KOTA BLITAR,1,2020,Peraturan Daerah Kota Blitar Nomor 1 Tahun 2019 tentang Kawasan Tanpa Rokok,,31 Mei 2019,,Berlaku,,1,,31 Mei 2019,
https://peraturan.go.id/id/peraturan-bnn-no-3-tahun-2020,PERATURAN BADAN/LEMBAGA,BADAN NARKOTIKA NASIONAL,3,2020,PETUNJUK TEKNIS JABATAN FUNGSIONAL KONSELOR ADIKSI DAN ANGKA KREDITNYA,Jakarta,11 Maret 2020,,Berlaku,2020,321,,02 April 2020,
https://peraturan.go.id/id/permen-atrbpn-no-15-tahun-2022,PERATURAN MENTERI,KEMENTERIAN AGRARIA DAN TATA RUANG/BADAN PERTANAHAN NASIONAL,15,2022,PROSEDUR DAN TATA CARA PEMBERIAN LISENSI TENAGA PROFESIONAL PERENCANA TATA RUANG ,Jakarta,15 Agustus 2022,,Berlaku,2022,792,,16 Agustus 2022,
https://peraturan.go.id/id/permenkumham-no-22-tahun-2020,PERATURAN MENTERI,KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA,22,2020,SISTEM INFORMASI JABATAN FUNGSIONALPERANCANG PERATURAN PERUNDANG-UNDANGAN ,Jakarta,01 September 2020,,Berlaku,2020,995,,04 September 2020,
https://peraturan.go.id/id/permenpar-no-7-tahun-2017,PERATURAN MENTERI,KEMENTERIAN PARIWISATA,7,2017,Pedoman Pemantauan dan Evaluasi Pelaksanaan Program dan Kegiatan di Lingkungan Kementerian Pariwisata,Jakarta,06 Juli 2017,,Berlaku,2017,945,,12 Juli 2017,
https://peraturan.go.id/id/perda-kota-semarang-no-2-tahun-2022,PERATURAN DAERAH,KOTA SEMARANG,2,2022,KEAMANAN PANGAN,,20 Agustus 2022,,Berlaku,,2,,24 Agustus 2022,
https://peraturan.go.id/id/perda-kabupaten-bone-no-2-tahun-2006,PERATURAN DAERAH,KABUPATEN BONE,2,2006,Pembentukan Organisasi dan Tata Kerja Badan Pengelola Perkotaan Kabupaten Bone,,03 Maret 2006,,Berlaku,,2,,06 Maret 2006,
https://peraturan.go.id/id/peraturan-lapan-no-1-tahun-2020,PERATURAN BADAN/LEMBAGA,LEMBAGA PENERBANGAN DAN ANTARIKSA NASIONAL,1,2020,PENGELOLAAN RUMAH NEGARA GOLONGAN I DAN RUMAH NEGARA GOLONGAN II DI LINGKUNGAN LEMBAGA PENERBANGAN DAN ANTARIKSA NASIONAL,Jakarta,13 Februari 2020,,Berlaku,2020,194,,02 Maret 2020,
https://peraturan.go.id/id/perda-kabupaten-sukabumi-no-2-tahun-2017,PERATURAN DAERAH,KABUPATEN SUKABUMI,2,2017,PENCABUTAN PERATURAN DAERAH NOMOR 14 TAHUN 2010 TENTANG AIR TANAH,,08 Februari 2017,,Berlaku,,2,,08 Februari 2017,
https://peraturan.go.id/id/perda-kabupaten-demak-no-10-tahun-2020,PERATURAN DAERAH,KABUPATEN DEMAK,10,2020,Perubahan Anggaran Pendapatan Dan Belanja Daerah Kabupaten Demak Tahun Anggaran 2020,,21 September 2020,,Berlaku,,10,,21 September 2020,
https://peraturan.go.id/id/permenkes-no-21-tahun-2022,PERATURAN MENTERI,KEMENTERIAN KESEHATAN,21,2022,PERUBAHAN KELIMA ATAS PERATURAN MENTERI KESEHATAN NOMOR 79 TAHUN 2016 TENTANG PEDOMAN UMUM PENYALURAN BANTUAN PEMERINTAH DI LINGKUNGAN KEMENTERIAN KESEHATAN,Jakarta,15 Agustus 2022,,Berlaku,2022,794,,16 Agustus 2022,
https://peraturan.go.id/id/peraturan-bpom-no-11-tahun-2019,PERATURAN BADAN/LEMBAGA,BADAN PENGAWAS OBAT DAN MAKANAN,11,2019,BAHAN TAMBAHAN PANGAN,Jakarta,28 Juni 2019,,Berlaku,2019,723,,01 Juli 2019,
https://peraturan.go.id/id/permendesa-no-15-tahun-2021,PERATURAN MENTERI,"KEMENTERIAN DESA, PEMBANGUNAN DAERAH TERTINGGAL, DAN TRANSMIGRASI",15,2021,TATA CARA PEMBENTUKAN PENGELOLA KEGIATAN DANA BERGULIR MASYARAKAT EKS PROGRAM NASIONAL PEMBERDAYAAN MASYARAKAT MANDIRI PERDESAAN MENJADI BADAN USAHA MILIK DESA BERSAMA ,Jakarta,02 November 2021,,Berlaku,2021,1224,,03 November 2021,
https://peraturan.go.id/id/perda-kota-tangerang-no-40-tahun-2018,PERATURAN DAERAH,KOTA TANGERANG,40,2018,PEMBENTUKAN ORGANISASI DAN TATA KERJA UNIT PELAKSANA TEKNIS PENGELOLAAN SAMPAH PADA DINAS LINGKUNGAN HIDUP,,26 April 2018,,Berlaku,,40,,26 April 2018,
https://peraturan.go.id/id/perda-kabupaten-bangkalan-no-11-tahun-2019,PERATURAN DAERAH,KABUPATEN BANGKALAN,11,2019,PEMBERDAYAAN KOPERASI DAN USAHA MIKRO,,30 Desember 2019,,Berlaku,,8,63,30 Desember 2019,
https://peraturan.go.id/id/perda-kabupaten-bone-no-20-tahun-2009,PERATURAN DAERAH,KABUPATEN BONE,20,2009, Perubahan Pertama atas Peraturan Daerah Kabupaten Bone Nomor 06 Tahun 2003 tentang Retribusi Pelayanan Pelabuhan Kapal,,07 Agustus 2009,,Berlaku,,20,,10 Agustus 2009,
https://peraturan.go.id/id/peraturan-bpom-no-26-tahun-2019,PERATURAN BADAN/LEMBAGA,BADAN PENGAWAS OBAT DAN MAKANAN,26,2019,MEKANISME MONITORING EFEK SAMPING KOSMETIKA,Jakarta,06 September 2019,,Berlaku,2019,1017,,06 September 2019,
https://peraturan.go.id/id/peraturan-bppmi-no-4-tahun-2021,PERATURAN BADAN/LEMBAGA,BADAN PELINDUNGAN PEKERJA MIGRAN INDONESIA,4,2021,PEDOMAN PELAKSANAAN ANGGARAN PENDAPATAN DAN BELANJA NEGARA DI LINGKUNGAN BADAN PELINDUNGAN PEKERJA MIGRAN INDONESIA,Jakarta,18 Juni 2021,,Berlaku,2021,713,,21 Juni 2021,
https://peraturan.go.id/id/perda-kota-cirebon-no-14-tahun-2015,PERATURAN DAERAH,KOTA CIREBON,14,2015,PERUSAHAAN UMUM DAERAH FARMASI CIREMAI KOTA CIREBON,,10 Desember 2015,,Berlaku,,14,,12 Desember 2015,
